-ntp2.tpgi.com.a,198.60.22.240,2,u,210,1024,377,307.193,3.469,1.59
*203.109.135.194,131.203.16.6,2,u,677,1024,377,283.665,-13.046,5.496
+ns2.compass.net,130.123.2.98,3,u,1022,1024,377,291.037,-8.666,3.038
+ntp1.tpgi.com.a,216.229.0.179,2,u,86,1024,377,338.909,-14.872,1.653
-ntp.tourism.wa.,218.100.43.70,2,u,369,1024,377,363.944,-5.815,2.187
-alb-dmz1.massey,131.203.16.6,2,u,365,1024,377,348.183,-2.325,2.32
-ns10.ihug.net,225.120.43.124,2,u,841,1024,377,266.998,38.178,161.86
+ntp2.tpgi.com.a,198.60.22.240,2,u,958,1024,377,307.193,3.469,1.408
-203.109.135.194,131.203.16.6,2,u,351,1024,377,283.63,-7.06,8.058
-ns2.compass.net,130.123.2.98,3,u,730,1024,377,291.077,-5.815,2.155
-ntp1.tpgi.com.a,216.229.0.179,2,u,805,1024,377,339.036,-12.175,2.132
*ntp.tourism.wa.,130.95.179.80,2,u,54,1024,377,363.814,-1.568,3.456
+alb-dmz1.massey,131.203.16.6,2,u,16,1024,377,348.614,0.681,2.163
-ns10.ihug.net,0.7.2.198,3,u,514,1024,377,267.348,-142.51,90.87
-ntp2.tpgi.com.a,198.60.22.240,2,u,640,1024,377,307.209,5.334,2.813
+203.109.135.194,131.203.16.6,2,u,31,1024,377,283.485,-6.334,6.587
-ns2.compass.net,130.123.2.98,3,u,427,1024,377,291.157,-5.613,2.293
-ntp1.tpgi.com.a,216.229.0.179,2,u,516,1024,377,338.885,-11.501,2.622
*ntp.tourism.wa.,218.100.43.70,2,u,798,1024,377,363.814,-1.568,3.362
+alb-dmz1.massey,132.181.2.72,2,u,729,1024,377,348.253,1.583,2.891
-ns10.ihug.net,246.86.184.88,2,u,230,1024,377,267.071,-98.396,89.076
-ntp2.tpgi.com.a,198.60.22.240,2,u,375,1024,377,307.297,4.927,1.935
+203.109.135.194,131.203.16.6,2,u,778,1024,377,283.485,-6.334,4.671
-ns2.compass.net,130.123.2.98,3,u,110,1024,377,291.193,-5.88,1.736
-ntp1.tpgi.com.a,216.229.0.179,2,u,184,1024,377,339.006,-11.367,2.096
+ntp.tourism.wa.,218.100.43.70,2,u,511,1024,377,364.866,-2.511,2.015
*alb-dmz1.massey,131.203.16.6,2,u,439,1024,377,348.237,1.473,2.214
-ns10.ihug.net,246.86.184.88,2,u,949,1024,377,267.071,-98.396,79.819
-ntp2.tpgi.com.a,198.60.22.240,2,u,55,1024,377,307.179,6.059,1.398
*203.109.135.194,131.203.16.6,2,u,446,1024,377,283.515,-7.055,2.103
+ns2.compass.net,130.123.2.98,3,u,829,1024,377,291.211,-5.475,1.561
+ntp1.tpgi.com.a,216.229.0.179,2,u,931,1024,377,338.863,-9.887,2.73
-ntp.tourism.wa.,218.100.43.70,2,u,181,1024,377,363.687,-0.557,2.385
-alb-dmz1.massey,131.203.16.6,2,u,160,1024,377,348.176,2.701,1.717
-ns10.ihug.net,116.46.138.56,3,u,638,1024,377,267.102,-92.506,53.096
+ntp2.tpgi.com.a,198.60.22.240,2,u,790,1024,377,307.179,6.059,1.002
-203.109.135.194,131.203.16.6,2,u,156,1024,377,283.452,-18.21,10.15
-ns2.compass.net,130.123.2.98,3,u,557,1024,377,291.034,-5.443,0.27
-ntp1.tpgi.com.a,216.229.0.179,2,u,641,1024,377,338.884,-10.346,1.063
*ntp.tourism.wa.,218.100.43.70,2,u,920,1024,377,364.786,-1.45,1.09
+alb-dmz1.massey,131.203.16.6,2,u,936,1024,377,348.176,2.701,2.895
-ns10.ihug.net,165.109.227.50,4,u,349,1024,377,267.101,-62.203,68.972
-ntp2.tpgi.com.a,198.60.22.240,2,u,516,1024,377,307.173,5.32,0.471
-203.109.135.194,131.203.16.6,2,u,901,1024,377,283.565,-24.071,14.224
+ns2.compass.net,130.123.2.98,3,u,266,1024,377,290.877,-6.034,0.479
-ntp1.tpgi.com.a,216.229.0.179,2,u,363,1024,377,338.89,-11.376,0.749
*ntp.tourism.wa.,218.100.43.70,2,u,579,1024,377,364.23,-1.525,0.797
+alb-dmz1.massey,131.203.16.10,2,u,567,1024,377,361.956,-4.478,5.647
-ns10.ihug.net,104.87.20.237,3,u,35,1024,377,265.996,-66.062,26.186
+ntp2.tpgi.com.a,198.60.22.240,2,u,203,1024,377,307.384,6.671,1.165
-203.109.135.194,131.203.16.6,2,u,593,1024,377,281.723,-29.232,14.889
-ns2.compass.net,130.123.2.98,3,u,1042,1024,377,290.877,-6.034,0.478
-ntp1.tpgi.com.a,203.26.24.6,3,u,45,1024,377,338.963,-12.05,1.39
*ntp.tourism.wa.,218.100.43.70,2,u,265,1024,377,364.819,-0.759,1.274
+alb-dmz1.massey,131.203.16.6,2,u,215,1024,377,362.013,-3.261,3.984
-ns10.ihug.net,104.87.20.237,3,u,793,1024,377,266.423,-64.916,34.308
-ntp2.tpgi.com.a,198.60.22.240,2,u,929,1024,377,307.208,6.574,0.879
-203.109.135.194,131.203.16.6,2,u,263,1024,377,281.205,-24.257,6.449
+ns2.compass.net,130.123.2.98,3,u,728,1024,377,291.059,-3.883,1.707
-ntp1.tpgi.com.a,203.26.24.6,3,u,804,1024,377,338.943,-11.71,1.203
*ntp.tourism.wa.,218.100.43.70,2,u,1011,1024,377,364.819,-0.759,1.209
+alb-dmz1.massey,131.203.16.6,2,u,928,1024,377,362.013,-3.261,3.413
-ns10.ihug.net,40.246.223.173,3,u,480,1024,377,266.097,-132.64,54.386
+ntp2.tpgi.com.a,198.60.22.240,2,u,591,1024,377,307.365,5.722,0.584
-203.109.135.194,131.203.16.6,2,u,1023,1024,377,280.972,-12.309,12.361
-ns2.compass.net,130.123.2.98,3,u,417,1024,377,290.915,-1.632,3.369
-ntp1.tpgi.com.a,203.26.24.6,3,u,490,1024,377,338.873,-11.608,0.899
*ntp.tourism.wa.,218.100.43.70,2,u,642,1024,377,363.936,1.479,2.76
+alb-dmz1.massey,131.203.16.6,2,u,602,1024,377,361.835,-1.344,2.616
-ns10.ihug.net,203.0.254.149,4,u,211,1024,377,267.134,-66.92,35.501
+ntp2.tpgi.com.a,198.60.22.240,2,u,234,1024,377,308.45,6.715,0.823
-203.109.135.194,131.203.16.6,2,u,750,1024,377,281.078,-10.22,13.053
-ns2.compass.net,130.123.2.98,3,u,132,1024,377,290.843,-1.348,2.695
-ntp1.tpgi.com.a,216.229.0.179,2,u,147,1024,377,338.873,-11.318,1.039
+ntp.tourism.wa.,218.100.43.70,2,u,303,1024,377,363.969,2.535,3.11
*alb-dmz1.massey,132.181.2.72,2,u,294,1024,377,361.988,-1.221,2.144
-ns10.ihug.net,58.228.55.133,3,u,968,1024,377,267.134,-66.92,36.955
-ntp2.tpgi.com.a,198.60.22.240,2,u,975,1024,377,307.584,6.487,0.535
-203.109.135.194,131.203.16.6,2,u,447,1024,377,281.029,-10.53,9.286
+ns2.compass.net,130.123.2.98,3,u,882,1024,377,291.061,-1.258,2.094
-ntp1.tpgi.com.a,203.26.24.6,3,u,866,1024,377,338.873,-11.318,1.048
*ntp.tourism.wa.,218.100.43.70,2,u,1067,1024,377,364.672,1.584,1.957
+alb-dmz1.massey,132.181.2.72,2,u,1046,1024,377,361.988,-1.221,1.653
-ns10.ihug.net,127.110.231.62,2,u,608,1024,377,267.07,-117.28,34.443
-ntp2.tpgi.com.a,198.60.22.240,2,u,623,1024,377,307.29,7.412,1.015
-203.109.135.194,131.203.16.6,2,u,135,1024,377,278.822,-8.298,4.51
+ns2.compass.net,130.123.2.98,3,u,596,1024,377,290.886,-0.829,1.123
-ntp1.tpgi.com.a,203.26.24.6,3,u,576,1024,377,338.879,-11.212,0.685
*ntp.tourism.wa.,130.95.179.80,2,u,728,1024,377,363.686,2.219,1.118
+alb-dmz1.massey,132.181.2.72,2,u,734,1024,377,362.294,-0.915,0.707
-ns10.ihug.net,131.241.85.49,4,u,265,1024,377,267.034,-75.969,40.491
-ntp2.tpgi.com.a,198.60.22.240,2,u,319,1024,377,307.256,8.422,1.653
-203.109.135.194,131.203.16.6,2,u,880,1024,377,278.802,-5.097,5.231
+ns2.compass.net,130.123.2.98,3,u,267,1024,377,290.897,-0.649,0.622
-ntp1.tpgi.com.a,203.26.24.6,3,u,209,1024,377,338.886,-11.681,0.371
*ntp.tourism.wa.,130.95.179.80,2,u,385,1024,377,363.873,2.044,0.661
+alb-dmz1.massey,132.181.2.72,2,u,425,1024,377,361.809,-0.881,0.33
-ns10.ihug.net,123.129.48.22,4,u,1014,1024,377,267.034,-75.969,41.233
-ntp2.tpgi.com.a,198.60.22.240,2,u,34,1024,377,307.11,10.961,3.002
+203.109.135.194,131.203.16.6,2,u,537,1024,377,278.86,-1.661,7.122
+ns2.compass.net,130.123.2.98,3,u,1006,1024,377,290.897,-0.649,0.506
-ntp1.tpgi.com.a,203.26.24.6,3,u,940,1024,377,338.908,-11.406,0.488
-ntp.tourism.wa.,218.100.43.70,2,u,55,1024,377,364.196,2.653,1.116
*alb-dmz1.massey,131.203.16.10,2,u,106,1024,377,361.867,-0.277,0.844
-ns10.ihug.net,123.129.48.22,4,u,683,1024,377,270.006,-169.15,79.46
-ntp2.tpgi.com.a,198.60.22.240,2,u,762,1024,377,307.11,10.961,2.618
+203.109.135.194,131.203.16.6,2,u,223,1024,377,278.828,1.723,7.463
+ns2.compass.net,130.123.2.98,3,u,666,1024,377,290.824,0.736,1.56
-ntp1.tpgi.com.a,216.229.0.179,2,u,646,1024,377,338.904,-10.483,1.293
*ntp.tourism.wa.,218.100.43.70,2,u,793,1024,377,364.196,2.653,1.026
-alb-dmz1.massey,131.203.16.10,2,u,834,1024,377,361.867,-0.277,0.825
-ns10.ihug.net,127.106.26.173,4,u,429,1024,377,270.075,15.621,149.986
-ntp2.tpgi.com.a,198.60.22.240,2,u,483,1024,377,307.047,12.334,2.484
+203.109.135.194,131.203.16.6,2,u,939,1024,377,278.828,1.723,5.872
+ns2.compass.net,130.123.2.98,3,u,329,1024,377,290.672,0.949,1.381
-ntp1.tpgi.com.a,216.229.0.179,2,u,352,1024,377,338.904,-9.056,2.229
-ntp.tourism.wa.,218.100.43.70,2,u,473,1024,377,364.026,4.49,2.462
